Date;Advanced Micro Devices (EUR);Airbus (EUR);Alphabet A (EUR);Amazon (EUR);BASF (EUR);BMW (EUR);BP (EUR);Bayer (EUR);Brenntag (EUR);Cisco (EUR);Commerzbank (EUR);Deutsche Bank (EUR);Deutsche Telekom (EUR);Dow (EUR);E.ON (EUR);Einhell Ger  Vz I (EUR);Equinor (EUR);Evonik Industries (EUR);Exxon Mobil (EUR);Henkel (EUR);Honeywell (EUR);IBM (EUR);ING (EUR);Infineon (EUR);Intel (EUR);Linde (EUR);Mercedes-Benz (EUR);Merck KGaA (EUR);Meta (EUR);Microsoft (EUR);NVIDIA (EUR);Novartis (EUR);Palantir (EUR);Pfizer (EUR);Porsche (Vz) (EUR);Qiagen (EUR);RWE (EUR);Rheinmetall (EUR);SAP (EUR);Shell (EUR);Siemens (EUR);Tesla (EUR);Total Energy (EUR);Volkswagen (EUR);Wacker Chemie (EUR)
20.04.2022 00:00:00;86,78;105,6;117,9;141925;52,94;79,43;4,8055;64,83;74,70;48905;6678;11184;17,20;62,40;10145;;35,59;24,92;81,02;59,80;181,82;127,24;9,73;28,20;44,35;294,25;65,57;181,85;184,70;264,10;19,82;;11,82;45,80;;45,9146;41,02;216,20;98,96;26,66;119,76;300,0333;6,60;216,10;174,50
21.04.2022 00:00:00;83;106,86;115,25;136875;53,30;79,16;4,8005;66,08;75,60;48,80;6,80;11232;17,35;64,00;10165;;34,20;25,30;80,34;60,75;181,80;128,76;9748;28,05;43,81;301,00;65,49;181,80;173,62;259,15;18644;;11338;45,32;;45,3102;39,90;218,40;98,73;26,20;121,00;310,5667;6,36;217,70;173,30
22.04.2022 00:00:00;81,73;104,44;110,75;133,65;52,42;78,30;4,65;66,07;74,60;47,60;6,77;10968;17,06;63,80;10,17;;33,21;25,69;79,00;59,90;177,04;129,00;9,63;27,77;43,17;299,30;64,93;176,50;170,54;253,65;18092;;11066;44,64;;44,6633;39,71;219,50;96,20;25755;117,62;310,20;5,75;214,40;173,15
25.04.2022 00:00:00;84,86;104,98;114,75;136,40;52,60;78,79;4,4865;65,19;74,14;48505;6,46;10,70;17,30;63,40;10,32;;32195;25,23;76,73;60,95;178,72;130,12;9,65;28,18;43,92;286,60;64,65;172,25;174,50;262,35;18604;;11292;45,80;;44,2498;40,55;216,20;96,85;25055;117,60;310,70;5,77;213,60;167,00
26.04.2022 00:00:00;80,18;101,86;111,7;131,05;50,64;76,00;4,45;63,33;71,70;47,89;6,15;10,20;17064;63,65;9,99;;33,87;25,06;77,36;60,30;176,60;128,14;9234;26,90;42,90;293,00;62,80;171,85;170,24;253,80;17672;;10,45;46,26;;44,9496;39,15;218,00;94,10;25,03;112,28;273,9667;5,83;203,20;163,10
27.04.2022 00:00:00;80,42;102,16;108,3;131,00;50,50;76,99;4512;62,91;72,10;46,80;5,94;9599;17,43;64,00;9938;;33,56;24,41;80,30;61,75;176,60;128,20;8987;26765;42875;285,05;64,47;171,30;165,84;268,85;17,45;;9994;47,18;;45,6601;39,89;215,30;94,44;25,51;113,88;279,0667;5,96;206,20;167,15
28.04.2022 00:00:00;85,19;103,9;112475;137,75;51,50;78,63;4649;62,20;74,00;48,08;6,25;9763;17,81;64,64;10135;;33,28;24,61;83,39;62,65;180,98;129,50;9092;27,70;44,49;289,65;67,26;175,00;195,80;275,25;18828;;10398;48,02;;46,2539;40,54;213,40;97,49;26025;116,92;278,30;6,08;212,00;157,85
29.04.2022 00:00:00;81,21;104,2;108,2;117,80;50,21;77,53;4595;61,99;72,94;46,41;6,15;9401;17,20;62,96;9,83;;32335;24,89;80,51;60,05;182,80;125,30;8901;27,10;41,28;299,60;66,00;176,35;190,10;263,15;17,58;;9856;46,50;;46,2857;39,20;215,70;95,80;25275;115,82;275,1667;5,96;206,30;150,40
02.05.2022 00:00:00;85,85;104,16;111,05;118,45;47,37;77,82;4,5905;60,30;72,00;47,30;6,20;9,60;17406;63,51;9,92;;32,24;25,01;82,20;59,70;185,44;126,58;9,13;27,04;42,80;294,45;62,33;172,85;201,20;270,70;18576;;10,22;46,08;;46,7099;38,82;211,10;97,28;25,50;115,04;286,4667;6,20;204,00;156,95
03.05.2022 00:00:00;86,7;106,8;111525;118,15;47,48;80,13;4,95;61,09;72,44;47,30;6398;9,89;17,33;64,89;9786;;32995;25,03;83,85;58,45;188,02;125,74;9282;27,48;42,80;298,50;62,80;174,70;201,55;267,70;18,63;;10008;46,90;;46,7523;38,97;222,00;95,16;26,43;114,56;287,8333;5,73;204,90;160,10
04.05.2022 00:00:00;93,9;108,8;115,3;118675;49,70;81,17;4,99;62,00;73,70;48,59;6,50;10058;17762;66,68;9978;;34,00;25,16;86,39;59,40;191,72;129,62;9322;28,10;43895;299,00;63,59;170,90;210,65;273,30;19,16;;10342;46,82;;46,6568;40,95;213,00;96,60;26795;118,54;299,20;6,47;208,50;163,35
05.05.2022 00:00:00;89,26;109,12;110,65;110,45;47475;78,07;4927;59,90;71,16;47025;6222;9336;17564;64,46;9,75;;33045;25,95;85,70;58,70;187,04;128,54;9084;27325;42245;303,40;60,78;170,05;197,02;262,75;17,87;;9609;45,92;;46,1797;40,11;212,00;94,90;26,86;116,18;276,20;6,32;200,80;159,90
06.05.2022 00:00:00;90,31;107,8;109,75;108925;47575;79,40;5,00;60,05;69,12;46315;6178;9304;17252;64,30;9746;;33,81;24,90;86,90;60,70;184,00;130,30;8,78;27,10;42,09;295,75;61,93;165,60;193,10;260,80;17716;;9003;46,54;;46,1585;40,64;207,80;91,64;27,22;114,46;273,8667;6,16;201,60;159,15
09.05.2022 00:00:00;81,85;104,78;106,55;103175;47625;78,50;4,6935;58,45;66,08;46,17;6,08;8975;17,16;63,13;9836;;30,57;25,07;79,69;60,20;184,40;127,16;8762;25,78;40855;291,50;60,50;162,65;186,30;250,25;16102;;7072;46,08;;44,8118;39,84;186,00;91,05;25625;112,06;248,7333;5,92;191,75;151,05
10.05.2022 00:00:00;84,47;104,62;108675;103,35;48,68;79,30;4,7605;62,00;67,58;46,97;6212;9232;17268;61,97;9884;;31,43;24,81;80,67;62,60;184,64;122,50;8856;25915;41755;285,00;61,39;166,10;187,52;255,65;16,73;;6905;47,00;;45289;39,55;180,00;92,15;26015;114,68;253,50;6,01;191,20;155,55
11.05.2022 00:00:00;83,35;105,68;107,85;100,10;48,70;82,00;4,8435;57,58;68,18;46355;6182;9,05;17242;64,34;10155;;32075;25,65;82,42;62,15;182,52;124,42;8807;26,24;40,72;284,40;62,80;168,10;179,22;247,65;15832;;6385;47,00;;44,4831;40,37;190,50;91,15;26,64;115,02;232,4333;5,73;194,70;158,10
12.05.2022 00:00:00;83,72;104,02;108,75;103,20;48805;75,99;4,77;60,50;69,34;46,00;6,24;9132;17852;64,22;9,97;;32375;25,14;83,10;61,55;182,48;126,82;8894;27,56;41145;286,35;63,20;160,90;184,20;246,40;15568;;7,07;48,58;;44,9602;38,99;179,00;93,10;26415;113,40;233,80;6,08;199,00;153,00
13.05.2022 00:00:00;91,06;106,38;111425;108825;49315;77,80;4,8815;61,30;71,20;47,30;6448;9,33;18,30;64,86;9,92;;32,80;25,05;85,20;62,85;184,70;128,26;9289;28,78;41,88;288,55;64,40;161,10;190,06;251,00;17008;;8,02;47,98;;46,7417;39,88;184,05;94,95;27,25;115,96;246,6667;6,28;193,00;157,05
16.05.2022 00:00:00;90,3;105,82;109,85;106,05;49385;77,99;4936;62,91;70,72;47,00;6506;9318;18,10;65,31;9958;;32,36;25,66;87,15;63,25;185,20;129,70;9323;28255;41,24;296,65;63,60;162,05;191,24;250,35;16488;;7693;48,50;;47187;41,22;189,95;93,85;27,66;114,50;231,5667;6,39;191,35;158,65
17.05.2022 00:00:00;97,09;108,5;110475;109,45;50,95;79,06;4996;64,61;71,20;47,90;6844;9,63;18128;66,44;9948;;32,49;25,69;87,40;63,35;188,72;130,62;9,61;28,90;42065;295,85;65,19;164,40;192,00;252,70;17228;;7914;48,68;;46,3281;41,23;190,30;94,00;27,77;116,50;240,6667;6,57;191,95;167,45
18.05.2022 00:00:00;91,93;106,44;106825;102,40;49335;76,80;4965;63,04;69,32;46,30;6,92;9,43;17,85;65,58;9,99;;32385;26,06;86,50;62,00;184,94;127,22;9388;27445;40465;301,70;64,00;162,25;183,60;242,85;16188;;7647;48,16;;44,6739;42,20;190,20;90,65;27,85;112,66;225,8333;6,49;188,00;169,55
19.05.2022 00:00:00;91,49;107,3;104,2;101,40;49,10;77,97;4,92;63,71;69,24;39,44;7,25;9539;18128;65,66;10045;;32675;25,82;86,00;61,10;181,78;122,74;9468;27,90;39,68;295,80;63,50;168,05;180,76;238,95;16176;;7853;47,84;;44,8542;42,65;190,50;90,30;27655;112,72;223,3333;6,33;187,00;167,85
20.05.2022 00:00:00;88,52;107,1;103,25;101,90;49,07;77,83;4,95;63,75;70,00;40,54;7262;9404;18238;64,46;10085;;32295;25,57;86,90;60,85;177,54;121,68;9498;28095;39,47;293,80;63,69;171,95;183,00;239,50;15834;;7668;49,70;;45,1935;43,54;193,00;92,19;27,63;115,36;209,50;6,48;183,50;172,85
23.05.2022 00:00:00;88,88;107,2;104,4;100675;49765;78,38;5,02;64,27;71,70;40,60;7,71;10004;18442;62,99;10,10;;33,16;25,30;87,72;61,60;179,14;122,84;9701;28,05;39,29;298,20;64,51;174,95;183,62;244,10;15812;;7,47;49,42;;45,2041;43,57;188,20;93,31;28075;116,92;210,8667;6,31;189,40;160,60
24.05.2022 00:00:00;84,84;103,98;98,67;96,92;48,90;77,99;4,96;63,57;70,16;40,80;7706;10186;18628;62,20;9894;;33025;25,63;87,96;61,10;173,48;125,00;9899;27,25;38795;300,20;64,03;174,95;168,52;241,80;15018;;7056;49,74;;45,1193;41,59;193,00;92,16;27,83;115,48;195,1333;6,45;184,35;159,25
25.05.2022 00:00:00;86,56;105,42;99,1;100,05;49,60;78,62;5021;64,09;70,66;41205;7782;10,32;18776;63,20;9,94;;34,60;25,43;90,12;60,80;178,10;126,00;9915;27,05;39,50;298,50;64,15;177,05;172,00;245,70;15904;;7449;50,35;;44,8436;42,20;193,80;90,94;28,15;115,70;205,3333;6,78;187,15;165,15
26.05.2022 00:00:00;92,86;108,92;100,7;104,95;50,72;80,00;5065;65,71;71,68;42265;8,02;10,45;18,85;63,55;9,91;;35,03;25,73;89,98;62,00;180,86;127,58;10164;27725;40,61;296,00;65,29;174,70;179,00;248,50;16788;;7789;50,50;;45,1193;42,07;195,90;91,85;28,00;118,78;220,8667;6,88;194,75;167,10
27.05.2022 00:00:00;95,16;111,54;104575;107,20;51,09;80,80;5058;66,23;73,42;42455;8,07;10,44;19,08;64,29;9,72;;35,25;24,99;90,80;60,35;182,46;129,46;10,22;28995;41,47;299,50;65,80;178,25;181,20;254,65;17514;;8251;50,20;;46,8159;40,55;194,50;93,70;27995;122,44;235,7667;6,85;197,00;170,50
30.05.2022 00:00:00;96,88;112,22;105,95;109,25;51,51;81,40;5066;65,99;73,92;42,89;8,22;10632;18,97;65,16;9602;;34,69;25,09;91,01;61,90;183,38;129,12;10506;29745;41,85;306,50;66,05;179,55;183,64;257,70;18,00;;8461;50,05;;46,9007;40,88;199,80;94,99;27,79;124,90;242,3333;6,97;206,80;167,85
31.05.2022 00:00:00;96,06;109,4;105925;111,95;51,15;80,66;5068;66,57;72,30;41965;8,07;10392;19,14;63,49;9534;;35,05;25,08;89,47;62,30;181,86;130,12;10,60;28,95;41365;304,40;66,41;175,20;180,56;253,05;17382;;8,10;49,46;;45,3632;40,94;188,05;93,29;27,60;123,26;235,6667;6,87;210,30;166,35
01.06.2022 00:00:00;95,33;108,42;106,95;114,40;51,90;82,76;5109;66,51;72,18;42535;8056;10344;19,12;64,19;9556;;34,90;25,04;92,16;61,35;179,80;131,36;10464;28845;41,66;302,35;67,40;174,70;177,58;256,00;17,19;;7947;49,16;;44,9602;40,79;193,10;93,90;27,94;123,20;231,9667;6,90;215,40;170,05
02.06.2022 00:00:00;100,92;109,82;109,4;116,85;53,00;83,91;5072;65,90;73,12;42,64;8112;10276;19154;63,15;9,50;;34,57;25,28;90,91;61,85;181,22;130,48;10,51;29805;41,71;300,45;68,25;176,00;185,00;255,30;18222;;8646;48,72;;45501;40,79;198,00;94,90;27,50;126,48;240,9333;7,01;218,00;174,60
03.06.2022 00:00:00;99,29;109,02;106875;114125;52,14;83,03;5118;65,88;72,70;42145;8112;10,20;19068;62,70;9,67;;34685;25,68;92,49;61,05;181,56;131,56;10,33;29,09;40455;309,10;67,50;173,85;177,92;251,80;17474;;8364;49,78;;44,8966;40,40;208,00;93,97;27785;124,46;218,9333;7,03;210,30;174,70
06.06.2022 00:00:00;99,64;111,32;110,15;117,98;52,30;83,13;5141;66,71;73,20;42,54;8496;10422;19,21;62,85;9666;;35,12;25,58;93,10;62,05;183,36;134,46;10438;29,19;40,64;309,85;68,48;175,90;183,60;252,55;17772;;8434;49,94;;46,01;40,89;205,50;94,52;28195;125,76;224,40;6,99;212,00;184,10
07.06.2022 00:00:00;98,41;110,52;109,6;114,90;52,39;82,42;5289;65,90;72,80;42,53;8426;10,40;19142;62,83;9,64;;35455;25,85;96,43;60,75;182,04;133,28;10,54;28885;40,63;313,45;67,90;173,95;182,84;254,50;17726;;8,52;50,35;;46,0312;41,66;212,70;95,00;28645;125,22;223,4667;7,05;209,00;184,95
08.06.2022 00:00:00;94,93;108,1;109,3;113,08;52,42;83,30;5299;65,51;72,10;41,98;8244;10,10;18,68;62,91;9612;;35305;25,86;97,67;60,30;181,14;131,16;10,40;28425;38495;313,25;67,82;176,45;183,64;252,00;17,40;;8552;49,84;;46,3493;41,28;215,50;93,21;28505;123,92;225,6667;6,82;211,20;184,35
09.06.2022 00:00:00;93,06;104,52;108,15;109,44;51,47;82,00;5268;65,01;70,56;41,78;8,13;9955;18414;62,29;9494;;34,61;25,81;96,30;61,20;183,18;130,06;10,15;27,40;37755;307,25;66,25;172,30;173,32;249,50;17,02;;8173;48,82;;45,9994;40,75;207,90;91,81;28,07;120,80;225,70;6,65;207,70;170,35
10.06.2022 00:00:00;90,21;102,5;105,75;104,26;50,02;80,70;5166;63,60;68,98;41345;7,80;9499;18,20;59,31;9,53;;34295;25,51;95,50;60,10;178,36;129,84;9,79;26,81;37,30;300,80;65,19;169,65;167,10;240,50;16166;;7855;47,48;;45,3632;40,55;203,40;90,18;27,65;116,00;221,00;6,47;205,00;168,30
13.06.2022 00:00:00;83,6;98;102,25;99,66;49,18;78,10;4966;63,32;70,50;41445;7,49;9,22;17722;56,31;9318;;32655;25,15;92,00;59,45;177,26;129,44;9,37;24955;36315;296,20;62,35;166,65;157,92;232,80;15038;;7325;45,94;;44,8224;38,77;204,00;87,28;26,77;112,02;207,4333;6,44;193,85;167,50
14.06.2022 00:00:00;83,62;96,77;102,5;98,18;48,76;77,50;4944;63,59;70,72;41,27;7456;9226;17884;56,34;9,12;;33,52;24,80;92,59;58,45;176,46;130,18;9653;24,30;36475;288,05;62,13;164,25;157,22;234,90;15206;;7494;46,08;;43,6242;37,96;206,00;87,21;26445;109,78;212,00;6,17;190,00;164,20
15.06.2022 00:00:00;85,51;96,9;105075;103,06;49495;80,13;4985;63,97;72,58;41895;7924;9,57;18,10;55,01;9198;;34,22;24,62;90,90;59,65;178,46;131,16;9936;25285;36,95;283,35;63,96;165,30;162,10;240,50;15794;;7802;46,50;;45,0557;38,92;209,90;89,69;26,33;109,70;222,7667;5,94;192,25;166,70
16.06.2022 00:00:00;77,71;93,52;100,25;98,13;45505;76,38;4,7245;61,20;69,00;40,95;7654;9,30;17826;52,08;8,49;;32605;25,01;86,25;56,75;169,84;128,24;9604;23,40;35365;287,30;61,26;162,15;152,20;232,00;14,77;;7259;44,90;;43,7408;36,94;205,90;87,34;24,85;102,08;201,6333;5,63;182,20;162,10
17.06.2022 00:00:00;77,68;95,15;102,1;101,30;45,58;77,69;4481;62,59;67,92;41,64;7,93;9433;18,10;52,20;8762;;32,66;23,02;82,09;57,40;172,32;129,36;9744;23865;35,32;273,05;62,06;158,75;156,20;236,00;15124;;7878;44,40;;44,0377;37,34;211,50;89,00;23,75;104,08;206,5333;5,32;182,25;158,50
20.06.2022 00:00:00;79,02;98,27;103375;102,60;46025;78,30;4585;63,23;66,04;41995;8,20;9723;18552;52,84;8812;;33,75;22,66;82,54;59,25;172,40;127,12;9863;24,39;36115;277,00;62,96;156,90;157,96;237,85;15538;;8139;44,54;;42,7758;38,85;215,30;89,01;24595;103,48;208,60;5,59;185,50;159,10
21.06.2022 00:00:00;79,6;95,92;105825;103,02;45,88;79,69;4611;61,17;65,66;41885;8412;9,68;18,27;52,40;8766;;33,05;22,57;86,95;59,00;172,02;130,78;10112;24295;35,83;276,60;63,71;159,75;149,16;240,70;15696;;8282;45,74;;43,7196;39,20;222,00;89,70;25,04;102,68;224,8333;5,70;185,05;161,00
22.06.2022 00:00:00;79,42;93;105725;103,42;43,38;78,56;4,4785;60,70;62,80;41,25;8312;9659;18676;49,54;8856;;31,90;22,54;83,12;58,80;169,22;129,92;10066;23,90;35,42;283,65;62,12;156,05;147,60;240,00;15496;;8532;46,54;;44,0059;38,40;217,10;88,98;24055;101,74;223,40;5,61;183,00;150,55
23.06.2022 00:00:00;78,16;91,1;106625;106,80;41,85;75,78;4,3775;58,30;60,32;40,80;7468;8625;18,61;48,06;8822;;30,71;21,64;80,90;58,70;166,32;131,42;9643;23,32;35,54;282,35;59,48;157,25;150,84;246,00;15,42;;9013;47,60;;45,0133;38,77;207,00;89,50;23,29;99,71;223,3667;5,43;178,80;140,00
24.06.2022 00:00:00;82,4;93,89;111825;110,32;42575;75,60;4,4985;58,00;61,44;41,93;7382;8931;18,93;50,42;8718;;30,95;20,80;82,50;59,05;170,08;134,86;9784;24225;36555;282,30;58,99;165,20;161,16;253,35;16238;;9658;48,82;;46,6568;37,76;206,90;92,80;24,25;103,70;232,40;5,52;183,00;143,25
27.06.2022 00:00:00;81,26;93,08;109375;106,96;42845;75,25;4516;59,23;61,94;41,29;7,30;8892;18,78;49,23;8,53;;32455;21,44;84,24;60,10;170,26;135,02;9855;24,50;36,45;287,10;59,38;164,10;160,12;249,75;15,87;;9099;48,98;;47081;36,69;214,90;91,90;24,43;103,98;231,3667;5,76;184,00;139,55
28.06.2022 00:00:00;76,83;94,02;106325;102,02;42555;75,69;4646;59,70;62,84;40,98;7,15;8764;18,90;50,00;8544;;33,75;21,55;86,98;58,55;169,92;134,60;9819;24,21;35,90;280,00;58,50;163,00;152,72;243,85;15184;;8828;48,20;;47,2507;37,28;219,10;90,63;25215;103,28;220,90;5,83;186,35;138,10
29.06.2022 00:00:00;74,75;92,46;107;104,38;41,80;74,71;4,6015;57,70;62,32;41,03;7032;8,60;19,03;49,90;8312;;33335;21,60;84,16;58,95;165,06;135,10;9783;23,88;35615;278,95;57,88;160,55;157,04;248,55;14896;;8818;48,96;;47,3673;36,95;224,30;89,74;25,23;101,66;218,9667;5,47;183,15;136,55
30.06.2022 00:00:00;72,8;92,85;103875;101,18;41,60;73,50;4531;56,90;62,20;40,61;6,65;8337;18,91;49,23;8,06;;33,01;20,64;81,36;59,10;164,70;134,84;9479;23085;35635;278,65;55,40;161,45;152,96;244,05;14,44;;8634;49,98;;47,6642;35,30;221,50;86,60;24,83;97,80;213,5333;5,59;175,10;137,65
01.07.2022 00:00:00;70,6;97,32;104,15;105,00;41,72;74,25;4,50;57,70;62,12;40,85;6508;8128;19,25;49595;8316;;32355;20,47;83,90;58,80;167,58;135,48;9,53;22,50;34,81;273,90;55,70;166,95;153,36;248,95;13912;;8874;50,15;;48,5973;37,16;215,80;86,92;24,85;97,30;217,50;5,69;176,00;136,60
04.07.2022 00:00:00;70,1;93,21;104,2;104,54;42,07;73,11;4,6765;56,85;62,48;40935;6,24;8119;19302;50,02;8254;;34,05;20,31;86,00;59,10;166,38;134,18;9321;21855;35,11;272,70;53,46;166,25;153,78;247,10;13,74;;9,00;49,76;;48,8837;36,59;210,80;85,45;25,66;97,73;213,9333;5,58;172,60;135,25
05.07.2022 00:00:00;73,08;91,02;110,25;110,52;40385;72,81;4,41;55,95;60,80;40,88;6,00;7,95;19,00;49,27;8062;;32,63;20,45;82,49;59,25;166,06;133,34;9236;21,30;35,72;273,00;51,85;169,90;163,76;256,00;14562;;9782;50,25;;49,9122;35,80;191,70;86,73;23,77;95,29;227,00;5,41;168,70;131,75
06.07.2022 00:00:00;73,88;93,27;112475;112,50;40,08;71,89;4387;56,17;60,58;41945;5888;7778;19026;49,48;7886;;32,52;19485;81,66;60,55;169,58;135,46;9,14;21955;36,25;263,65;51,08;172,00;166,62;261,20;14,84;;9573;51,80;;50,2091;35,77;187,80;88,79;23,41;96,73;227,7333;5,26;170,20;128,10
07.07.2022 00:00:00;77,92;95,2;117025;114,40;41695;75,28;4542;56,64;61,92;42,47;5976;7,98;19278;51,62;8072;;33,57;19345;84,48;60,65;170,90;138,34;9,27;22,95;37515;270,00;53,95;174,25;169,44;264,20;15612;;10016;52,55;;51,0362;35,70;194,90;88,99;24,10;97,99;240,4333;5,67;180,60;135,75
08.07.2022 00:00:00;77,88;95,89;117275;113,46;42,90;75,45;4,56;57,77;62,86;42825;6414;8183;19142;51,01;8,19;;33,10;20,02;84,73;60,95;171,00;138,02;9367;23,21;37385;270,25;55,85;174,75;168,06;263,45;15576;;9991;52,25;;50,1349;35,76;195,20;89,40;24,15;99,45;246,20;5,66;187,70;139,30
11.07.2022 00:00:00;76,65;96,43;115,15;111,30;42045;74,21;4,5625;56,05;61,68;42,99;6152;7929;19238;50,82;8,15;;33,34;20,44;85,21;60,10;171,80;140,30;9,27;22,80;37,09;268,90;53,86;176,90;162,04;262,90;15078;;9504;52,65;;50,6333;36,62;189,40;87,83;24,00;96,85;233,00;5,57;183,00;137,50
12.07.2022 00:00:00;76,02;99,71;113,7;108,88;42,16;74,28;4,4715;55,94;61,10;42,77;6,00;7845;19,25;50,28;8072;;32,78;19645;83,70;59,95;173,00;138,70;9244;22665;36,90;275,55;53,43;175,75;162,76;253,10;14996;;9429;51,70;;49785;36,16;190,35;86,00;23695;96,77;232,2667;5,49;183,45;132,10
13.07.2022 00:00:00;77,2;101,74;110775;109,94;41,78;72,89;4,4765;56,36;60,48;42735;6,02;7,76;19,25;49535;8102;;33,49;19,78;84,88;61,30;170,84;136,88;9094;22895;37025;271,70;51,92;174,00;162,72;251,60;15106;;9255;51,60;;48,7882;36,27;186,80;85,43;23755;96,38;235,9333;5,55;182,35;134,05
14.07.2022 00:00:00;78,25;99,91;110075;110,72;40,64;72,73;4,31;54,67;59,56;42175;5782;7677;18862;48,79;8006;;31,77;19775;83,10;60,00;168,46;138,82;8669;22945;37675;272,95;51,12;170,95;157,74;253,50;15364;;8885;51,45;;48099;35,65;181,00;85,40;22,94;96,21;238,1667;5,13;179,50;129,40
15.07.2022 00:00:00;80,2;103,68;110,65;112,36;41,40;74,36;4,3955;55,22;61,12;42605;5926;7837;19058;49255;8,02;;31945;19,16;83,71;60,95;170,60;138,62;8672;23,20;38,30;268,00;52,79;173,10;163,20;254,15;15622;;8937;51,25;;49,2018;36,66;186,80;87,20;23,51;100,14;237,80;5,28;184,25;132,50
18.07.2022 00:00:00;80,21;103,14;107,66;112,14;42505;75,65;4,5115;54,94;62,78;41805;6,08;8,04;18856;49895;8,06;;33515;19925;84,89;60,80;170,30;136,18;8818;23395;38,18;273,90;53,85;164,80;164,90;250,95;15,87;;8896;49,98;;48,0566;36,81;189,10;86,57;23995;100,30;237,3333;5,56;185,00;133,75
19.07.2022 00:00:00;84,05;106,3;111,12;115,66;45,06;78,42;4574;58,10;64,48;43,09;6632;8464;19,17;51,35;8392;;33,71;20,01;86,35;61,30;172,64;128,20;9237;24215;39,37;273,20;56,79;169,80;171,70;254,00;16,62;;9127;50,25;;48,5655;38,77;191,75;90,17;24125;106,10;240,10;5,73;192,95;142,65
20.07.2022 00:00:00;87,77;104,34;112;120,62;44,50;77,27;4,5815;58,49;63,58;43,23;6602;8296;18,80;51,70;8408;;34435;21,16;87,64;60,55;173,12;127,06;9102;24,46;39,96;279,65;55,36;170,75;180,10;257,85;17486;;9928;49,92;;48,7988;38,01;189,80;90,42;24165;106,14;242,6667;5,80;192,90;142,10
